City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,sisimiut,66.9395,-53.6735,-0.28,75,10,1.37,GL,1686714827
365,ust-tsilma,65.441,52.1498,7.79,75,91,5.11,RU,1686714827
366,novodvinsk,64.4165,40.8122,12.07,74,49,1.19,RU,1686714828
367,koungheul,13.9833,-14.8,27.22,72,100,5.8,SN,1686714828
368,santa terezinha,-29.9002,-50.0904,13.07,85,100,2.53,BR,1686714828
369,kristiansund,63.1115,7.732,12.03,93,8,2.06,NO,1686714828
370,la palma,33.8464,-118.0467,20.15,77,20,5.66,US,1686714828
371,mil'kovo,55.6078,37.7956,16.08,70,37,2.94,RU,1686714828
372,isabela,6.7085,121.9711,30.03,66,97,1.14,PH,1686714828
373,al burayqah,30.4062,19.5739,21.85,76,0,4.1,LY,1686714828
374,moyynkum,44.2914,72.9469,30.91,22,69,6.94,KZ,1686714828
375,busan,35.1028,129.0403,24.99,53,75,1.03,KR,1686714624
376,yamada,39.4667,141.95,20.31,87,100,2.41,JP,1686714829
377,la'ie,21.6477,-157.9253,27.98,76,19,3.58,US,1686714829
378,pombas,17.1503,-25.0201,22.88,80,44,4.9,CV,1686714829
379,bambari,5.768,20.6757,20.54,97,66,0.73,CF,1686714829
380,puerto santa,-8.9906,-78.6456,20.97,80,33,4.57,PE,1686714829
381,sirte,31.2089,16.5887,23.24,57,3,5.2,LY,1686714829
382,arkhangel'sk,64.5401,40.5433,12.28,72,55,0.99,RU,1686714829
383,manati,18.4275,-66.4921,27.62,89,12,3.4,PR,1686714829
384,visakhapatnam,17.69,83.2093,34.94,49,75,2.06,IN,1686714829
385,weno,7.4515,151.8468,31.97,70,75,4.63,FM,1686714830
386,xacmaz,41.4635,48.806,24.38,72,16,4.91,AZ,1686714830
387,tsiombe,-25.3,45.4833,17.19,85,0,3.04,MG,1686714830
388,san luis de la loma,17.2706,-100.8939,27.6,81,64,2.41,MX,1686714830
389,novokayakent,42.3937,47.9861,23.35,76,52,3.08,RU,1686714830
390,kavieng,-2.5744,150.7967,26.93,80,100,2.54,PG,1686714830
391,rurrenabaque,-14.4413,-67.5278,9.86,97,100,0.82,BO,1686714830
392,dawson creek,55.7666,-120.2362,11.8,87,100,5.66,CA,1686714831
393,manay,7.215,126.5397,29.29,64,97,2.2,PH,1686714831
394,vytegra,61.0064,36.4481,15.17,54,85,2.78,RU,1686714831
395,tateyama,34.9833,139.8667,20.95,93,100,5.19,JP,1686714831
396,vernon,50.2581,-119.2691,19.2,53,100,3.13,CA,1686714831
397,villa ojo de agua,-29.5,-63.6938,4.27,50,0,1.88,AR,1686714831
398,severo-yeniseyskiy,60.3725,93.0408,6.26,66,99,3.94,RU,1686714831
399,cidreira,-30.1811,-50.2056,13.69,82,100,1.28,BR,1686714831
400,arar,30.9753,41.0381,26.01,29,20,3.09,SA,1686714831
401,berdigestyakh,62.0989,126.6992,5.22,95,100,3.52,RU,1686714831
402,magway,20.15,94.9167,29.32,64,99,3.95,MM,1686714832
403,palikir - national government center,6.9248,158.1611,28.47,94,100,3.09,FM,1686714832
404,santyoku,37.4406,129.1708,19.97,83,76,3.55,KR,1686714832
405,lompoc,34.6391,-120.4579,16.68,81,0,1.54,US,1686714832
406,kalix,65.853,23.1565,12.65,54,64,1.08,SE,1686714832
407,poxoreo,-15.8372,-54.3892,10.54,86,100,2.89,BR,1686714832
408,zhangye,38.9342,100.4517,29.45,11,100,2.54,CN,1686714832
409,hirara,24.8,125.2833,28.15,89,75,7.2,JP,1686714832
410,mabaruma,8.2,-59.7833,23.49,97,60,1.25,GY,1686714832
411,rapar,23.5667,70.6333,33.01,50,31,12.31,IN,1686714833
412,vryheid,-27.7695,30.7917,11.03,44,1,6.0,ZA,1686714833
413,arno,60.1167,18.6333,12.66,57,17,1.12,SE,1686714833
414,ouargla,31.9493,5.325,28.04,34,0,3.6,DZ,1686714833
415,christchurch,-43.5333,172.6333,11.38,78,1,5.14,NZ,1686714672
416,katsuren-haebaru,26.3369,127.8719,24.21,100,75,2.06,JP,1686714833
417,waingapu,-9.6567,120.2641,29.07,54,56,6.06,ID,1686714833
418,tari,12.4086,4.4914,27.48,68,100,3.95,NG,1686714833
419,essaouira,31.5125,-9.77,20.72,75,0,5.66,MA,1686714833
420,yacuiba,-22.038,-63.6797,5.08,61,9,1.72,BO,1686714833
421,kutoarjo,-7.7169,109.9128,29.08,66,91,2.94,ID,1686714834
422,nowe,53.6491,18.7272,14.54,81,99,0.92,PL,1686714834
423,barra do garcas,-15.89,-52.2567,16.0,88,27,4.23,BR,1686714834
424,revda,56.801,59.9303,17.32,43,6,2.82,RU,1686714834
425,liuboml,51.226,24.0373,12.06,92,99,1.99,UA,1686714834
426,pimentel,-6.8367,-79.9342,22.16,73,20,4.63,PE,1686714834
427,mount gambier,-37.8333,140.7667,13.92,65,98,4.34,AU,1686714834
428,mascouche,45.7496,-73.5996,18.14,78,97,0.8,CA,1686714835
429,galesong,-5.3166,119.3661,31.01,69,82,1.88,ID,1686714835
430,gisborne,-38.6533,178.0042,10.64,79,96,4.81,NZ,1686714580
431,san antonio de pale,-1.4014,5.6325,24.67,87,53,5.23,GQ,1686714835
432,crane,31.3974,-102.3501,30.6,10,32,4.39,US,1686714835
433,rocky mountain house,52.3668,-114.9188,14.67,94,85,9.14,CA,1686714835
434,tercan,39.7794,40.3925,16.26,61,37,0.67,TR,1686714835
435,muravlenko,63.7898,74.523,15.19,66,100,8.06,RU,1686714835
436,barah,13.7,30.3667,27.79,56,51,3.9,SD,1686714835
437,auburn,47.3073,-122.2284,16.87,68,75,7.2,US,1686714756
438,takoradi,4.8845,-1.7554,24.4,80,19,3.55,GH,1686714836
439,kramfors,62.9316,17.7765,11.88,53,14,1.37,SE,1686714836
440,taroa,8.7058,171.2275,28.79,71,48,7.73,MH,1686714836
441,kingston,17.997,-76.7936,28.53,78,20,6.69,JM,1686714661
442,agadez,19.75,10.25,30.85,35,1,3.04,NE,1686714836
443,merritt,50.1123,-120.7942,11.85,80,96,0.89,CA,1686714836
444,strathmore,51.0501,-113.3852,21.67,42,18,6.48,CA,1686714836
445,langxiang,46.95,128.8833,26.66,40,95,3.7,CN,1686714836
446,ishigaki,24.3448,124.1572,27.07,94,75,8.75,JP,1686714542
447,ballina,-28.8667,153.5667,24.32,33,0,2.54,AU,1686714836
448,inarajan village,13.2736,144.7484,32.54,83,70,6.96,GU,1686714837
449,san patricio,28.017,-97.5169,28.81,86,11,7.51,US,1686714837
450,burutu,5.3509,5.5076,25.32,85,100,1.86,NG,1686714837
451,oume,35.7839,139.2431,23.97,83,75,2.57,JP,1686714837
452,mirny,62.5353,113.9611,20.13,20,40,8.05,RU,1686714837
453,novyy urengoy,66.0833,76.6333,10.81,70,100,4.03,RU,1686714837
454,saldanha,-33.0117,17.9442,15.03,87,100,13.39,ZA,1686714837
455,new norfolk,-42.7826,147.0587,14.72,80,81,0.45,AU,1686714837
456,whistler,50.1164,-122.9695,12.63,94,92,0.38,CA,1686714838
457,usogorsk,63.4106,48.6872,12.08,70,79,4.33,RU,1686714838
458,katsuura,35.1333,140.3,20.87,94,100,5.42,JP,1686714838
459,nieuw amsterdam,5.8833,-55.0833,26.68,88,93,2.87,SR,1686714838
460,ghadamis,30.1337,9.5007,29.26,10,0,1.27,LY,1686714838
461,eyl,7.9803,49.8164,27.05,69,81,9.77,SO,1686714838
462,nassau,40.7507,-73.5829,21.81,74,0,2.88,US,1686714838
463,twon-brass,4.3151,6.2418,26.46,80,99,3.84,NG,1686714838
464,kapa'a,22.0752,-159.319,26.99,81,100,6.69,US,1686714838
465,agde,43.3108,3.4758,19.02,90,100,2.06,FR,1686714839
466,ijebu-igbo,6.9798,4.0033,24.75,89,100,1.1,NG,1686714839
467,kolonia town,6.964,158.206,29.06,94,100,3.09,FM,1686714839
468,chamical,-30.36,-66.314,7.29,47,0,1.41,AR,1686714839
469,chandler,33.3062,-111.8412,32.04,20,0,3.6,US,1686714558
470,tralee,52.2704,-9.7026,14.49,95,16,1.13,IE,1686714839
471,tanah rata,4.475,101.3704,22.6,53,77,1.36,MY,1686714839
472,maumere,-8.6199,122.2111,27.68,62,97,0.43,ID,1686714839
473,midvagur,62.0511,-7.1939,9.46,76,94,0.0,FO,1686714839
474,prieska,-29.6641,22.7474,6.34,66,17,3.99,ZA,1686714840
475,santana,-0.0583,-51.1817,27.1,94,20,2.57,BR,1686714840
476,broken hill,-31.95,141.4333,14.18,48,8,5.29,AU,1686714840
477,dryden,49.7833,-92.7503,13.16,76,0,3.6,CA,1686714840
478,mkushi,-13.6202,29.3939,13.32,49,43,1.25,ZM,1686714840
479,banikoara,11.2985,2.4386,24.95,81,94,1.38,BJ,1686714840
480,corrientes,-27.4806,-58.8341,7.77,79,0,3.09,AR,1686714562
481,salamanca,40.8333,-6.0,13.19,93,41,0.06,ES,1686714840
482,haiku-pauwela,20.9219,-156.3051,28.01,64,20,9.26,US,1686714840
483,okha,53.5739,142.9478,6.43,94,100,6.18,RU,1686714840
484,kailua-kona,19.6406,-155.9956,28.98,80,20,4.12,US,1686714728
485,pekan,3.4836,103.3996,31.06,61,82,0.85,MY,1686714841
486,ciudad lazaro cardenas,17.9583,-102.2,26.81,79,78,2.24,MX,1686714841
487,gombong,-7.6072,109.5142,27.62,72,99,3.52,ID,1686714841
488,acajutla,13.5928,-89.8275,27.34,86,100,2.93,SV,1686714841
489,devils lake,48.1128,-98.8651,22.06,56,20,4.12,US,1686714841
490,slave lake,55.2834,-114.769,15.99,88,100,1.03,CA,1686714841
491,ola,59.5833,151.2833,12.86,78,59,5.6,RU,1686714841
492,muroran,42.3172,140.9881,17.13,87,61,2.2,JP,1686714841
493,fort bragg,35.139,-79.006,23.91,66,0,2.57,US,1686714586
494,kavaratti,10.5669,72.642,29.11,77,100,8.36,IN,1686714842
495,yambio,4.5721,28.3955,19.33,98,89,2.12,SS,1686714842
496,mar del plata,-38.0023,-57.5575,6.64,71,0,2.57,AR,1686714842
497,kulhudhuffushi,6.6221,73.07,28.85,79,100,6.86,MV,1686714842
498,inhambane,-23.865,35.3833,12.99,100,20,0.0,MZ,1686714842
499,silver city,32.7701,-108.2803,19.79,24,0,5.14,US,1686714842
500,funafuti,-8.5243,179.1942,31.0,84,75,7.2,TV,1686714842
501,shabqadar,34.2139,71.5552,29.12,33,0,2.12,PK,1686714842
502,saint-philippe,-21.3585,55.7679,22.77,72,0,0.46,RE,1686714843
503,dzhambeyty,50.2536,52.595,24.82,39,94,8.93,KZ,1686714843
504,elliot lake,46.3834,-82.6331,8.03,93,96,0.7,CA,1686714843
505,monticello,45.3055,-93.7941,21.23,64,75,0.0,US,1686714823
506,bontang,0.1333,117.5,27.89,76,100,0.94,ID,1686714843
507,mili,6.0815,171.735,28.27,81,98,8.39,MH,1686714843
508,kuybyshev,55.4475,78.3218,14.57,51,4,3.64,RU,1686714843
509,sydney,-33.8679,151.2073,19.19,37,0,9.77,AU,1686714039
510,brookings,44.3114,-96.7984,22.32,55,0,2.06,US,1686714844
511,betio village,1.358,172.9211,31.02,77,65,5.54,KI,1686714844
512,tual,-5.6667,132.75,26.87,81,98,8.73,ID,1686714844
513,sandnessjoen,66.0217,12.6316,8.06,81,75,1.54,NO,1686714844
514,rottach-egern,47.7,11.7667,7.74,70,0,1.45,DE,1686714844
515,leland,34.2563,-78.0447,25.06,81,0,3.09,US,1686714664
516,daru,-9.0763,143.2092,26.31,87,99,6.45,PG,1686714844
517,gumel,12.6279,9.3912,27.52,59,97,1.81,NG,1686714844
518,desvres,50.6688,1.8348,14.42,72,64,2.6,FR,1686714845
519,nishinoomote,30.7333,131.0,26.31,83,75,2.57,JP,1686714845
520,encruzilhada do sul,-30.5439,-52.5219,6.33,96,100,2.76,BR,1686714845
521,salinopolis,-0.6136,-47.3561,25.99,86,85,5.01,BR,1686714845
522,luganville,-15.5333,167.1667,26.33,84,94,3.31,VU,1686714845
523,kalemie,-5.9475,29.1947,21.69,64,60,0.51,CD,1686714845
524,bridgewater,44.3835,-64.5155,14.5,95,74,0.89,CA,1686714845
525,heyuan,23.7333,114.6833,26.79,89,99,1.59,CN,1686714845
526,newport,51.5877,-2.9984,17.3,81,5,4.94,GB,1686714846
527,chimbarongo,-34.7,-71.05,1.51,63,32,1.02,CL,1686714846
528,merrillville,41.4828,-87.3328,16.91,93,100,7.72,US,1686714846
529,bintulu,3.1667,113.0333,31.23,74,40,0.0,MY,1686714846
530,sioux city,42.5,-96.4003,21.36,55,0,2.57,US,1686714846
531,charters towers,-20.1,146.2667,26.43,38,30,2.12,AU,1686714846
532,ta`u,-14.2336,-169.5144,27.28,77,46,5.82,AS,1686714846
533,piet retief,-27.0071,30.8132,9.29,52,0,6.41,ZA,1686714846
534,maridi,4.9158,29.4742,19.04,98,74,2.37,SS,1686714846
535,selfoss,63.9331,-20.9971,7.15,74,41,1.62,IS,1686714781
536,fristad,65.2,16.7167,10.06,52,58,1.12,SE,1686714847
537,dalai,45.5,124.3,29.63,29,58,5.94,CN,1686714847
538,ardakan,32.31,54.0175,30.71,21,2,5.07,IR,1686714847
539,selu,19.4667,76.4667,32.79,42,52,6.49,IN,1686714847
540,sevsk,52.1491,34.4926,13.19,86,86,3.96,RU,1686714847
541,orapa,-21.2833,25.3667,7.67,41,0,2.78,BW,1686714333
542,altinyayla,39.2725,36.751,13.43,84,64,1.22,TR,1686714847
543,morehead city,34.7229,-76.726,24.45,89,0,4.12,US,1686714847
544,al kharijah,25.4514,30.5464,27.02,41,0,5.61,EG,1686714847
545,uzgen,40.7699,73.3007,27.16,29,100,0.4,KG,1686714848
546,maralal,1.0968,36.698,15.54,83,46,0.36,KE,1686714848
547,sao joao da barra,-21.6403,-41.0511,21.63,90,12,0.56,BR,1686714848
548,lospalos,-8.5186,127.0025,25.94,61,100,5.19,TL,1686714848
549,andkhoy,36.9529,65.1238,34.96,10,0,2.73,AF,1686714848
550,hilo,19.7297,-155.09,27.38,75,100,1.54,US,1686714848
551,evanston,42.0411,-87.6901,17.1,91,100,3.6,US,1686714848
